Samples	Label	Sex	Fraction	Comb	Comb2	Comb3	Family	Ab
 13CF_10h_light	13C	Female	Light	10h_Light	13CFemale	Ti13CF	Meruliaceae	0.2460024600246
 13CF_10h_light	13C	Female	Light	10h_Light	13CFemale	Ti13CF	Erysiphaceae	0
 13CF_10h_light	13C	Female	Light	10h_Light	13CFemale	Ti13CF	Phaeosphaeriaceae	0.0820008200082001
 13CF_10h_light	13C	Female	Light	10h_Light	13CFemale	Ti13CF	Leotiaceae	0
 13CF_10h_light	13C	Female	Light	10h_Light	13CFemale	Ti13CF	Other_fungi	58.9688396883969
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Davidiellaceae	14.1656416564166
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Trichocomaceae	19.9466994669947
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Malasseziaceae	2.20377203772038
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Saccharomycetaceae	1.94751947519475
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Pleosporaceae	4.36654366543665
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Corticiaceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Dothioraceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Wallemiaceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Cystofilobasidiaceae	0.010250102501025
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Hymenochaetaceae	0.666256662566626
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Cordycipitaceae	6.62156621566216
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Peniophoraceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Polyporaceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Filobasidiaceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Diatrypaceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Meruliaceae	0
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Erysiphaceae	0.010250102501025
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Phaeosphaeriaceae	0.420254202542025
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Leotiaceae	0.707257072570726
 13CF_10h_heavy	13C	Female	Heavy	10h_Heavy	13CFemale	Ti13CF	Other_fungi	48.9339893398934
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Davidiellaceae	14.4218942189422
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Trichocomaceae	5.03280032800328
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Malasseziaceae	3.12628126281263
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Saccharomycetaceae	1.08651086510865
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Pleosporaceae	1.8860188601886
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Corticiaceae	0
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Dothioraceae	1.16851168511685
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Wallemiaceae	0.625256252562526
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Cystofilobasidiaceae	0.758507585075851
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Hymenochaetaceae	0
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Cordycipitaceae	0.768757687576876
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Peniophoraceae	0.553505535055351
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Polyporaceae	0.594505945059451
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Filobasidiaceae	0.010250102501025
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Diatrypaceae	4.62279622796228
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Meruliaceae	2.24477244772448
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Erysiphaceae	0
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Phaeosphaeriaceae	0
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Leotiaceae	0.256252562525625
 13CF_30h_light	13C	Female	Light	30h_Light	13CFemale	Ti13CF	Other_fungi	62.8433784337843
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Davidiellaceae	27.6035260352603
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Trichocomaceae	22.0582205822058
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Malasseziaceae	4.86879868798688
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Saccharomycetaceae	1.56826568265683
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Pleosporaceae	1.8040180401804
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Corticiaceae	0.010250102501025
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Dothioraceae	0.4510045100451
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Wallemiaceae	0
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Cystofilobasidiaceae	1.32226322263223
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Hymenochaetaceae	0
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Cordycipitaceae	0.850758507585076
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Peniophoraceae	0.112751127511275
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Polyporaceae	0.563755637556376
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Filobasidiaceae	2.02952029520295
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Diatrypaceae	0.471504715047151
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Meruliaceae	0
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Erysiphaceae	0.830258302583026
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Phaeosphaeriaceae	0
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Leotiaceae	0.276752767527675
 13CF_30h_heavy	13C	Female	Heavy	30h_Heavy	13CFemale	Ti13CF	Other_fungi	35.1783517835178
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Davidiellaceae	9.18409184091841
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Trichocomaceae	9.87084870848708
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Malasseziaceae	6.35506355063551
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Saccharomycetaceae	0.676506765067651
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Pleosporaceae	1.8450184501845
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Corticiaceae	0
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Dothioraceae	0.697006970069701
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Wallemiaceae	0.553505535055351
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Cystofilobasidiaceae	0.574005740057401
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Hymenochaetaceae	0
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Cordycipitaceae	1.07626076260763
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Peniophoraceae	0.615006150061501
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Polyporaceae	0.768757687576876
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Filobasidiaceae	0
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Diatrypaceae	3.95653956539565
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Meruliaceae	1.94751947519475
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Erysiphaceae	0
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Phaeosphaeriaceae	0
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Leotiaceae	0
 13CM_4h_light	13C	Male	Light	4h_Light	13CMale	Ti13CM	Other_fungi	61.879868798688
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Davidiellaceae	9.97334973349733
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Trichocomaceae	2.89052890528905
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Malasseziaceae	2.03977039770398
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Saccharomycetaceae	1.6810168101681
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Pleosporaceae	6.01681016810168
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Corticiaceae	0.02050020500205
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Dothioraceae	0.410004100041
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Wallemiaceae	0.010250102501025
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Cystofilobasidiaceae	0.0615006150061501
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Hymenochaetaceae	0
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Cordycipitaceae	1.5990159901599
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Peniophoraceae	0.2050020500205
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Polyporaceae	0
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Filobasidiaceae	0.0717507175071751
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Diatrypaceae	0.338253382533825
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Meruliaceae	0.010250102501025
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Erysiphaceae	0.235752357523575
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Phaeosphaeriaceae	0
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Leotiaceae	0.0410004100041
 13CM_4h_heavy	13C	Male	Heavy	4h_Heavy	13CMale	Ti13CM	Other_fungi	74.3952439524395
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Davidiellaceae	17.2611726117261
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Trichocomaceae	3.06478064780648
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Malasseziaceae	4.7970479704797
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Saccharomycetaceae	0.471504715047151
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Pleosporaceae	1.8450184501845
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Corticiaceae	3.47478474784748
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Dothioraceae	0.963509635096351
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Wallemiaceae	0.809758097580976
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Cystofilobasidiaceae	11.9208692086921
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Hymenochaetaceae	0
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Cordycipitaceae	1.21976219762198
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Peniophoraceae	7.94382943829438
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Polyporaceae	0
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Filobasidiaceae	8.93808938089381
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Diatrypaceae	0.932759327593276
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Meruliaceae	1.24026240262403
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Erysiphaceae	0
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Phaeosphaeriaceae	0
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Leotiaceae	0
 13CM_10h_light	13C	Male	Light	10h_Light	13CMale	Ti13CM	Other_fungi	35.1168511685117
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Davidiellaceae	18.6859368593686
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Trichocomaceae	10.0041000410004
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Malasseziaceae	9.12259122591226
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Saccharomycetaceae	2.81877818778188
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Pleosporaceae	0.615006150061501
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Corticiaceae	0.02050020500205
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Dothioraceae	2.40877408774088
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Wallemiaceae	0
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Cystofilobasidiaceae	2.31652316523165
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Hymenochaetaceae	0
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Cordycipitaceae	4.03854038540385
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Peniophoraceae	0.010250102501025
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Polyporaceae	0
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Filobasidiaceae	0
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Diatrypaceae	0
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Meruliaceae	2.49077490774908
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Erysiphaceae	0.153751537515375
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Phaeosphaeriaceae	0
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Leotiaceae	5.27880278802788
 13CM_10h_heavy	13C	Male	Heavy	10h_Heavy	13CMale	Ti13CM	Other_fungi	42.0356703567036
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Davidiellaceae	12.4128741287413
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Trichocomaceae	3.00328003280033
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Malasseziaceae	5.68880688806888
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Saccharomycetaceae	0.748257482574826
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Pleosporaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Corticiaceae	0.932759327593276
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Dothioraceae	1.00451004510045
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Wallemiaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Cystofilobasidiaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Hymenochaetaceae	2.49077490774908
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Cordycipitaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Peniophoraceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Polyporaceae	3.55678556785568
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Filobasidiaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Diatrypaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Meruliaceae	1.77326773267733
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Erysiphaceae	0.891758917589176
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Phaeosphaeriaceae	1.24026240262403
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Leotiaceae	0
 TiF_light	Ti	Female	Light	Ti_Light	TiFemale	Ti13CF	Other_fungi	66.2566625666256
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Davidiellaceae	14.3808938089381
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Trichocomaceae	3.96678966789668
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Malasseziaceae	5.99630996309963
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Saccharomycetaceae	12.2283722837228
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Pleosporaceae	4.49979499794998
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Corticiaceae	0.0717507175071751
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Dothioraceae	2.2960229602296
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Wallemiaceae	8.47683476834768
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Cystofilobasidiaceae	0.02050020500205
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Hymenochaetaceae	1.34276342763428
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Cordycipitaceae	0.0512505125051251
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Peniophoraceae	0
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Polyporaceae	1.2710127101271
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Filobasidiaceae	0
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Diatrypaceae	0.112751127511275
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Meruliaceae	2.19352193521935
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Erysiphaceae	2.1320213202132
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Phaeosphaeriaceae	0.0512505125051251
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Leotiaceae	0.1230012300123
 TiF_heavy	Ti	Female	Heavy	Ti_Heavy	TiFemale	Ti13CF	Other_fungi	40.7851578515785
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Davidiellaceae	4.0180401804018
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Trichocomaceae	0.707257072570726
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Malasseziaceae	4.2640426404264
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Saccharomycetaceae	1.2710127101271
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Pleosporaceae	3.99753997539975
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Corticiaceae	4.56129561295613
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Dothioraceae	0
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Wallemiaceae	0
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Cystofilobasidiaceae	0.861008610086101
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Hymenochaetaceae	0.748257482574826
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Cordycipitaceae	0
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Peniophoraceae	0
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Polyporaceae	1.3120131201312
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Filobasidiaceae	0.881508815088151
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Diatrypaceae	0
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Meruliaceae	0
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Erysiphaceae	2.870028700287
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Phaeosphaeriaceae	0.861008610086101
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Leotiaceae	0.543255432554326
 TiM_light	Ti	Male	Light	Ti_Light	TiMale	Ti13CM	Other_fungi	73.1037310373104
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Davidiellaceae	5.15580155801558
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Trichocomaceae	14.5961459614596
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Malasseziaceae	6.56006560065601
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Saccharomycetaceae	9.37884378843788
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Pleosporaceae	3.0750307503075
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Corticiaceae	6.06806068060681
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Dothioraceae	0.338253382533825
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Wallemiaceae	2.22427224272243
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Cystofilobasidiaceae	1.33251332513325
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Hymenochaetaceae	0.18450184501845
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Cordycipitaceae	0.010250102501025
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Peniophoraceae	0
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Polyporaceae	1.24026240262403
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Filobasidiaceae	0.574005740057401
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Diatrypaceae	0
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Meruliaceae	1.640016400164
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Erysiphaceae	4.1410414104141
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Phaeosphaeriaceae	1.52726527265273
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Leotiaceae	0.194751947519475
 TiM_heavy	Ti	Male	Heavy	Ti_Heavy	TiMale	Ti13CM	Other_fungi	41.7589175891759
