"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"
"1"	0.932345519988123	0.0463922476707899	0.366331331797611	0.720626743007509	0.178158958818427	0.121185821373515	0.662699862266739	0.133770596598094	0.996444991432116	0.286471503862729	0.500805556604025	0.115129086928881	0.121819629446642	0.968589960859704	0.80784382365928	0.811505562098043	0.0185735822945031
"2"	0.389333825111557	0.631928407229531	0.311989323102709	0.601052602092171	0.500161696081894	0.799506476273835	0.015620792633582	0.812091251498414	0.325234353667564	0.964792158763049	0.177515098296295	0.563191567971439	0.800140284346962	0.353089384239976	0.513835521440401	0.510173783001638	0.696894237194824
"3"	0.395955724292787	0.6253065080483	0.305367423921479	0.607674501273402	0.493539796900663	0.792884577092605	0.00899889345235482	0.805469352317184	0.331856252848794	0.958170259581819	0.170893199115065	0.556569668790209	0.793518385165732	0.359711283421206	0.520457420621631	0.516795682182868	0.690272338013594
"4"	0.829255696043991	0.149482071614922	0.469421155741742	0.617536919063377	0.281248782762558	0.0180959974293873	0.765789686210871	0.0306807726539619	0.893355167487984	0.183381679918597	0.603895380548157	0.218218910873013	0.0187298055025097	0.865500136915572	0.704753999715148	0.708415738153911	0.0845162416496282
"5"	0.282277853748236	0.696459913910677	0.983601001962502	0.0705590767676216	0.828226625058313	0.528881844866372	0.687232471493374	0.516297069641793	0.346377325192229	0.363596162377158	0.849126777156089	0.765196753168768	0.528248036793245	0.318522294619817	0.157776157419393	0.161437895858156	0.631494083945384
"6"	0.260236445624338	0.718501322034575	0.961559593838604	0.048517668643724	0.850268033182212	0.550923252990271	0.665191063369475	0.538338477765692	0.32433591706833	0.385637570501056	0.82708536903219	0.787238161292667	0.550289444917144	0.296480886495919	0.135734749295494	0.139396487734257	0.653535492069282
"7"	0.276696380432086	0.702041387226827	0.978019528646352	0.0649776034514707	0.833808098374464	0.534463318182522	0.681650998177223	0.521878542957944	0.340795851876078	0.369177635693308	0.843545303839938	0.770778226484919	0.533829510109396	0.312940821303667	0.152194684103242	0.155856422542005	0.637075557261534
"8"	0.276696380432086	0.702041387226827	0.978019528646352	0.0649776034514714	0.833808098374464	0.534463318182522	0.681650998177223	0.521878542957944	0.340795851876078	0.369177635693308	0.843545303839938	0.770778226484919	0.533829510109396	0.312940821303666	0.152194684103242	0.155856422542005	0.637075557261534
"9"	0.859339619266555	0.161922613074533	0.158016471052289	0.928941603752831	0.0301559019268978	0.329500682118837	0.454385001521417	0.342085457343416	0.795240147822562	0.494786364608051	0.292490695858702	0.0931857738164413	0.330134490191964	0.823095178394974	0.983841315595398	0.980179577156635	0.226888443039826
"10"	0.710348585054757	0.805015028435273	0.836852030048805	0.244384886268411	NA	0.804471540127309	0.62780264754531	0.773599324886201	0.521230161955749	0.575661418126965	0.966954536135408	0.00319292831737117	0.630069145405156	0.412211355358547	0.856306807403683	0.744514782570236	0.51872867828445
"11"	0.611910386324418	0.517243942943902	0.15911100142798	0.433356142352414	NA	0.126730511506484	0.694456323833865	0.0958582962653762	0.801028809423426	0.102079610493861	0.355304435243766	0.674548100303471	0.0476718832156681	0.265529673262278	0.178565778782858	0.0667737539494113	0.159012350336375
"12"	0.0436672331808519	0.138333676561368	0.496466618077289	0.911066238142316	NA	0.528847107998786	0.0388787043285966	0.559719323239894	0.145451189918157	0.75765722999913	0.300273184261503	0.66987428019126	0.703249502720939	0.921107292767547	0.477011840722412	0.588803865555859	0.814589969841645
"13"	0.637143006637234	0.542476563256718	0.184343621740795	0.408123522039599	NA	0.151963131819299	0.71968894414668	0.121090916578191	0.826261429736242	0.0768469901810453	0.380537055556582	0.649315479990656	0.0224392629028527	0.240297052949463	0.203798399095673	0.0920063742622272	0.13377973002356
"14"	0.315424177060087	0.410090620440603	0.768223561956525	0.639309294263081	NA	0.800604051878022	0.23287823955064	0.83147626711913	0.126305753961079	0.970585826121634	0.572030128140739	0.398117336312024	0.975006446600174	0.807135763353217	0.748768784601648	0.860560809435094	0.913653086279119
"15"	0.623516870310844	0.528850426930328	0.170717485414405	0.421749658365988	NA	0.138336995492909	0.706062807820291	0.107464780251801	0.812635293409852	0.0904731265074344	0.366910919230192	0.662941616317045	0.0360653992292417	0.253923189275852	0.190172262769283	0.0783802379358369	0.147405866349949
"16"	0.70877597242856	0.803442415809076	0.838424642675002	0.245957498894608	NA	0.806044152753506	0.626230034919113	0.775171937512398	0.519657549329552	0.577234030753162	0.965381923509211	0.00476554094356027	0.631641758031353	0.413783967984744	0.85787942002988	0.746087395196433	0.520301290910647
"17"	0.0436819183880898	0.138348361768606	0.496481303284528	0.911051552935078	NA	0.528861793206025	0.0388640191213574	0.559734008447133	0.145436504710918	0.757671915206369	0.300287869468741	0.669859594984021	0.703264187928178	0.921121977974786	0.47702652592965	0.588818550763098	0.814604655048884
